FID,Id,Flood_poi,NEAR_FID,NEAR_DIST,DEM_FINAL,Slope,Aspect,Curvature
327,0,0,0,11290.663226799999393,1750.9200439,22.1970005,282.6679993,0.6215770
328,0,0,0,12038.612450799999351,1585.3299561,27.8526993,22.7280006,-0.5679850
329,0,0,0,10999.878831500000160,2067.8898926,31.2935009,187.5740051,-1.7348100
330,0,0,0,10049.973314200000459,2048.0500488,30.2404003,230.1779938,-1.4390301
331,0,0,0,11095.596328800000265,2085.9599609,37.4300003,142.6470032,1.0072300
332,0,0,0,9309.067513179999878,1746.4100342,35.7793007,299.2560120,0.9057100
333,0,0,0,11274.750952799999141,2031.5600586,44.6874008,133.7220001,-2.1896000
334,0,0,0,8276.595026040000448,2158.4099121,46.7597008,300.9419861,2.0493701
335,0,0,6,13397.068084200000158,1586.8399658,18.3195000,340.3580017,-0.4896630
336,0,0,0,11813.035284699999465,1917.6099854,35.0060997,198.2200012,0.7437120
337,0,0,0,11813.035284699999465,1917.6099854,35.0060997,198.2200012,0.7437120
338,0,0,6,10547.538580599999477,1698.8100586,30.2308998,257.3680115,-0.1509550
339,0,0,6,12975.973846700000649,1518.7800293,20.7105007,40.7224998,-0.2163180
340,0,0,6,10370.356608399999459,1290.3000488,14.9749002,296.0729980,-0.8153520
341,0,0,5,10320.826893800000107,2056.9499512,16.3673992,234.9120026,-0.2087010
342,0,0,5,10320.826893800000107,2056.9499512,16.3673992,234.9120026,-0.2087010
343,0,0,5,3540.199807550000060,1779.3800049,21.5377007,210.4589996,-0.2565320
344,0,0,5,6809.405097500000011,1454.9399414,36.0442009,243.9170074,-1.5542800
345,0,0,0,9577.608818130000145,2537.2399902,22.3871994,229.1089935,0.9221500
346,0,0,5,6327.268744140000308,1327.2299805,12.5579996,176.4739990,-0.8850190
347,0,0,5,8600.059239199999865,1832.2399902,23.9099007,138.7169952,0.3801870
348,0,0,5,8600.059239199999865,1832.2399902,23.9099007,138.7169952,0.3801870
349,0,0,5,6798.395979529999750,1599.1600342,34.8230019,89.3986969,0.9038360
350,0,0,6,8307.736205209999753,2064.0600586,22.1537991,185.5269928,0.3675620
351,0,1,6,5515.190866359999745,1503.1800537,25.6375008,5.6609101,0.6400000
352,0,1,6,5473.825498569999581,1431.4699707,30.3565998,250.7819977,1.3311599
353,0,1,6,5172.777544059999855,1705.6199951,25.7063999,279.2709961,-2.1860001
354,0,1,6,5172.777544059999855,1705.6199951,25.7063999,279.2709961,-2.1860001
355,0,1,6,5172.777544059999855,1705.6199951,25.7063999,279.2709961,-2.1860001
356,0,1,10,4815.862405009999748,1758.8900146,46.4705009,317.1919861,3.1489301
357,0,1,7,5263.265976720000253,2168.3701172,21.8304005,119.3629990,-1.2143199
358,0,1,5,4313.254614860000402,2864.2700195,23.2157993,121.6279984,-0.3132750
359,0,1,7,3963.738694560000113,3114.5100098,6.1611700,92.0963974,-0.6148440
360,0,1,7,3794.461458759999914,3167.8200684,30.5743999,162.5429993,-0.0863724
361,0,1,5,4938.418767819999630,2841.6398926,31.1245995,65.3942032,-0.0564787
362,0,1,5,4938.418767819999630,2841.6398926,31.1245995,65.3942032,-0.0564787
363,0,0,0,12298.574198099999194,1696.5200195,13.4369001,132.8910065,-2.2182500
364,0,0,0,10275.464617600000565,2190.7900391,33.9668007,339.2690125,0.6402520
365,0,0,0,10275.464617600000565,2190.7900391,33.9668007,339.2690125,0.6402520
366,0,0,0,6360.079105969999546,1815.8599854,25.7299004,250.8869934,-0.1042790
367,0,0,0,8146.652793770000244,2236.5700684,19.6152000,170.1799927,-0.9992760
368,0,0,0,8674.376441390000764,2113.8100586,23.6292000,269.8129883,1.5709500
369,0,0,0,8456.444894079999358,1710.6600342,4.2174501,307.2130127,1.0435300
370,0,0,0,9363.932271280000350,1902.9100342,24.2120991,271.5159912,-0.5518350
371,0,0,0,9363.932271280000350,1902.9100342,24.2120991,271.5159912,-0.5518350
372,0,0,0,7751.715059989999645,2033.6999512,24.3561993,265.2950134,-3.1890500
373,0,0,0,8845.011076749999120,1617.1999512,25.4556007,151.3220062,-0.7522440
374,0,0,0,5767.235029200000099,2087.1899414,26.3129005,317.2200012,0.4980550
375,0,0,24,4023.502012349999859,1839.5200195,34.7547989,175.5299988,-0.4551940
376,0,0,24,4841.956973899999866,2282.3300781,34.7965012,174.8119965,-0.7490340
377,0,0,24,5378.281240899999830,1991.6800537,24.4302998,151.2290039,-1.2277300
378,0,0,24,4701.335849099999905,2220.9099121,44.5814018,62.4571991,-0.6656580
379,0,0,24,4539.290686649999770,1751.4200439,36.0892982,131.0930023,-6.0575199
380,0,0,24,9895.754801990000487,1619.7399902,36.3384018,199.9100037,0.3484950
381,0,0,24,10431.048903799999607,1909.5100098,27.2740002,180.1959991,-1.2361100
382,0,0,24,11524.107996599999751,2006.9899902,21.7893009,210.6349945,-0.0594939
383,0,0,24,11581.552258600000641,2330.5100098,23.4104996,261.2049866,1.0871300
384,0,0,24,6400.797140059999947,2098.9299316,16.6639996,96.3492966,1.4584600
385,0,0,24,5455.626857770000242,1786.7700195,25.1970005,152.8639984,0.6241570
386,0,0,25,1799.170265010000094,1810.7199707,7.6316800,347.2439880,0.8225920
387,0,0,25,1603.806475050000017,1757.9200439,7.5454402,310.6109924,-1.2136600
388,0,0,25,4050.812634200000048,2109.8000488,31.0053005,243.2689972,-1.8937401
389,0,0,25,5300.262317319999966,2054.7099609,34.8345985,5.7159200,1.6333100
390,0,0,24,3942.299551269999938,1512.0799561,4.8694401,155.9530029,0.1201970
391,0,0,24,5762.646243680000225,1536.4000244,12.1617002,329.2070007,1.1584700
392,0,0,25,1369.429745919999959,1588.2500000,28.8868999,162.9779968,-0.2454750
393,0,0,24,11142.750764700000218,1572.8800049,45.6590996,7.9421802,1.9925400
394,0,0,24,9726.219386000000668,1822.4100342,29.9389000,134.3229980,-1.5173700
395,0,0,24,9961.327674489999481,1593.7700195,24.7866993,122.4520035,-1.1953700
396,0,0,24,8951.853939000000537,1750.8800049,28.3066998,292.2919922,2.2878001
397,0,0,24,8057.827578100000210,1991.7500000,13.3726997,137.9069977,1.9240600
398,0,0,24,9118.974079620000339,1994.5400391,12.3332005,143.2290039,-1.0254400
399,0,0,24,6445.427981789999649,1954.7700195,25.7602005,37.4156990,1.1408800
400,0,0,24,3942.299551269999938,1512.0799561,4.8694401,155.9530029,0.1201970
401,0,0,25,4594.702748020000399,2465.4799805,7.9143400,137.9440002,-0.1625300
402,0,0,25,4594.702748020000399,2465.4799805,7.9143400,137.9440002,-0.1625300
403,0,0,28,6574.948910170000090,2485.8300781,30.2952003,283.8989868,0.9986050
404,0,0,25,7925.281683569999586,1986.0400391,21.9696007,348.6799927,-0.2119070
405,0,0,24,6688.322092669999620,1496.4799805,8.0220203,141.0870056,-0.5910300
406,0,0,24,7129.835557299999891,1536.3299561,27.5946999,133.6739960,-0.5286000
407,0,0,25,6914.113509329999943,1787.7600098,38.3508987,283.7369995,-0.4365710
408,0,0,28,7412.740829739999754,2354.1298828,36.4178009,320.3779907,-1.3144600
409,0,0,28,7776.650398949999726,2846.8898926,30.1898003,89.9567032,-1.6630100
410,0,0,28,7776.650398949999726,2846.8898926,30.1898003,89.9567032,-1.6630100
411,0,0,28,9401.666544649999196,2993.7700195,23.8663998,263.3240051,-0.5407360
412,0,0,28,8821.283114289999503,3026.7700195,29.3090000,324.2869873,1.4903300
413,0,0,28,7819.202979069999856,2540.2700195,26.4631004,151.8399963,1.3920600
414,0,0,28,9560.707759319999241,2583.4199219,16.8796005,152.3410034,0.6703050
415,0,0,28,10285.065952000000834,3006.7199707,25.9719009,285.2130127,-0.2924380
416,0,0,28,10285.065952000000834,3006.7199707,25.9719009,285.2130127,-0.2924380
417,0,0,28,8821.283114289999503,3026.7700195,29.3090000,324.2869873,1.4903300
418,0,0,28,10603.080687100000432,2485.4499512,23.2597008,261.3649902,0.8827260
419,0,0,28,10279.755562700000155,2340.2600098,28.8013000,335.8420105,-0.3251510
420,0,0,28,11490.252986499999679,2007.6899414,29.1385994,256.8869934,-0.1264780
421,0,0,5,3754.209299950000059,1391.2299805,31.9403992,246.5839996,-0.4004930
422,0,0,5,5143.224700519999715,1583.0200195,18.4136009,165.4900055,-0.3439060
423,0,0,5,5143.224700519999715,1583.0200195,18.4136009,165.4900055,-0.3439060
424,0,0,5,4691.096878020000077,1809.5300293,11.8811998,196.6219940,-1.6913199
425,0,0,5,4691.096878020000077,1809.5300293,11.8811998,196.6219940,-1.6913199
426,0,0,23,6450.861686109999937,2148.7600098,33.1370010,130.0350037,-1.0722700
427,0,0,23,6450.861686109999937,2148.7600098,33.1370010,130.0350037,-1.0722700
428,0,0,27,6080.249993080000422,2301.1699219,17.0123005,251.8390045,0.0819836
429,0,0,28,7006.228639680000015,2459.9299316,9.0883503,332.7460022,0.0002025
430,0,0,28,7006.228639680000015,2459.9299316,9.0883503,332.7460022,0.0002025
431,0,0,28,4048.219560659999843,2035.0500488,25.8808002,347.8169861,-0.8952290
432,0,1,28,2920.147735689999990,2386.8200684,24.4044991,221.8500061,-0.3767940
433,0,0,27,6080.249993080000422,2301.1699219,17.0123005,251.8390045,0.0819836
434,0,0,27,3984.689188549999926,2363.8200684,19.4887009,220.4929962,-0.1699340
435,0,0,27,2467.590296899999885,2040.5100098,19.6350994,308.7640076,-0.5674880
436,0,0,27,2689.140620449999915,2101.4299316,15.9270000,217.6250000,0.5132190
437,0,0,27,2901.388562499999807,2182.2700195,34.3755989,285.7980042,0.2863770
438,0,0,25,3111.983157369999844,2212.0600586,26.6247005,277.7019958,-0.2133700
439,0,1,27,3328.502847830000064,2056.0500488,25.6564999,124.3330002,0.3782550
440,0,1,27,3328.502847830000064,2056.0500488,25.6564999,124.3330002,0.3782550
441,0,0,27,2349.886050200000227,2308.1298828,31.0963001,225.6399994,1.3206700
442,0,0,25,1520.148846649999996,1985.0999756,30.1403008,49.5575981,-0.0293057
443,0,0,25,1520.148846649999996,1985.0999756,30.1403008,49.5575981,-0.0293057
444,0,0,25,0.000000000000000,1592.1500244,37.3181992,203.1660004,-0.3546770
445,0,0,26,3376.425982490000024,2465.1298828,30.1905994,282.7260132,0.3819310
446,0,0,24,5358.135839919999853,1948.3199463,34.7197990,29.4316006,1.6490500
447,0,0,24,7665.538349260000359,2439.9299316,39.4788017,289.9710083,0.5572220
448,0,0,0,9577.608818130000145,2537.2399902,22.3871994,229.1089935,0.9221500
449,0,0,5,9508.767269609999857,2415.1599121,18.0471992,234.4889984,0.5857000
450,0,0,5,10100.595078500000454,2424.8601074,14.9552002,127.9550018,-0.3287920
451,0,0,0,10480.211848900000405,2518.2800293,27.3307991,279.2630005,0.0894955
